,flow,volume,vortex,side_f,side_h1,PWG,meta
0,0.0,0.0,275.0,1500.0,5000.0,ISO267822.0,DigiDoc 1
1,0.0,0.0,920.99609375,1500.0,5000.0,ISO267822.0,DigiDoc 1
2,0.0,0.0,920.99609375,1500.0,5000.0,ISO267822.0,DigiDoc 1
3,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
4,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
5,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
6,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
7,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
8,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
9,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
10,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
11,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
12,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
13,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
14,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
15,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
16,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
17,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
18,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
19,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
20,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
21,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
22,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
23,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
24,0.0,0.0,920.99609375,1500.0,5000.0,ISO267822.0,DigiDoc 1
25,0.0,0.0,920.99609375,1500.0,5000.0,ISO267822.0,DigiDoc 1
26,0.0,0.0,920.99609375,1500.0,5000.0,ISO267822.0,DigiDoc 1
27,0.0,0.0,942.529296875,1500.0,5000.0,ISO267822.0,DigiDoc 1
28,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
29,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
30,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
31,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
32,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
33,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
34,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
35,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
36,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
37,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
38,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
39,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
40,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
41,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
42,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
43,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
44,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
45,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
46,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
47,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
48,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
49,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
50,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
51,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
52,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
53,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
54,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
55,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
56,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
57,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
58,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
59,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
60,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
61,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
62,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
63,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
64,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
65,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
66,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
67,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
68,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
69,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
70,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
71,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
72,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
73,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
74,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
75,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
76,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
77,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
78,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
79,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
80,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
81,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
82,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
83,0.0,0.0,899.462890625,1500.0,5000.0,ISO267822.0,DigiDoc 1
84,0.0,0.0,964.0625,1500.0,5000.0,ISO267822.0,DigiDoc 1
85,0.0,0.0,1050.1953125,1500.0,5000.0,ISO267822.0,DigiDoc 1
86,0.0,0.0,1050.1953125,1500.0,5000.0,ISO267822.0,DigiDoc 1
87,0.0,0.0,1050.1953125,1500.0,5000.0,ISO267822.0,DigiDoc 1
88,0.0,0.0,1050.1953125,1500.0,5000.0,ISO267822.0,DigiDoc 1
89,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
90,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
91,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
92,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
93,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
94,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
95,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
96,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
97,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
98,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
99,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
100,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
101,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
102,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
103,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
104,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
105,0.0,0.0,1071.72851562,1500.0,5000.0,ISO267822.0,DigiDoc 1
106,0.0,0.0,1028.66210938,1500.0,5086.1328125,ISO267822.0,DigiDoc 1
107,0.0,0.0,1028.66210938,1500.0,5086.1328125,ISO267822.0,DigiDoc 1
108,0.0,0.0,1050.1953125,1500.0,5086.1328125,ISO267822.0,DigiDoc 1
109,0.0,0.0,1050.1953125,1500.0,5086.1328125,ISO267822.0,DigiDoc 1
110,0.0,0.0,1050.1953125,1500.0,5107.66601562,ISO267822.0,DigiDoc 1
111,0.0,0.0,1050.1953125,1500.0,5107.66601562,ISO267822.0,DigiDoc 1
112,0.0,0.0,1050.1953125,1500.0,5193.79882812,ISO267822.0,DigiDoc 1
113,0.0,0.0,1050.1953125,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
114,0.0,0.0,1050.1953125,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
115,0.0,0.0,1050.1953125,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
116,0.0,0.0,1050.1953125,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
117,0.0,0.0,1050.1953125,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
118,0.0,0.0,1050.1953125,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
119,0.0,0.0,1071.72851562,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
120,0.0,0.0,1071.72851562,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
121,0.0,0.0,1071.72851562,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
122,0.0,0.0,1071.72851562,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
123,0.0,0.0,1071.72851562,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
124,0.0,0.0,1071.72851562,1500.0,5215.33203125,ISO267822.0,DigiDoc 1
125,0.0,0.0,1071.72851562,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
126,0.0,0.0,1157.86132812,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
127,0.0,0.0,1179.39453125,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
128,0.0,0.0,1179.39453125,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
129,0.0,0.0,1179.39453125,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
130,0.0,0.0,1179.39453125,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
131,0.0,0.0,1179.39453125,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
132,0.0,0.0,1200.92773438,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
133,0.0,0.0,1222.4609375,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
134,0.0,0.0,1222.4609375,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
135,0.0,0.0,1243.99414062,1500.0,5236.86523438,ISO267822.0,DigiDoc 1
136,0.0,0.0,1243.99414062,1500.0,5258.3984375,ISO267822.0,DigiDoc 1
137,0.0,0.0,1243.99414062,1500.0,5279.93164062,ISO267822.0,DigiDoc 1
138,0.0,0.0,1243.99414062,1500.0,5279.93164062,ISO267822.0,DigiDoc 1
139,0.0,0.0,1265.52734375,1500.0,5279.93164062,ISO267822.0,DigiDoc 1
140,0.0,0.0,1330.12695312,1500.0,5366.06445312,ISO267822.0,DigiDoc 1
141,0.0,0.0,1330.12695312,1500.0,5366.06445312,ISO267822.0,DigiDoc 1
142,0.000180376949254,5.24351596667e-07,1330.12695312,1500.0,5366.06445312,ISO267822.0,DigiDoc 1
143,0.0737726231262,0.000214979651382,1351.66015625,1500.0,5366.06445312,ISO267822.0,DigiDoc 1
144,0.192451081445,0.000774430469537,1351.66015625,1500.0,5366.06445312,ISO267822.0,DigiDoc 1
145,0.30851988367,0.00167129059648,1351.66015625,1500.0,5366.06445312,ISO267822.0,DigiDoc 1
146,0.420542016808,0.0028937964593,1373.19335938,1500.0,5366.06445312,ISO267822.0,DigiDoc 1
147,0.584863198084,0.00459398017466,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
148,0.829625918305,0.00700568342555,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
149,1.10142613041,0.0102075035721,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
150,1.47420042917,0.014492969936,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
151,1.94254221038,0.0201398949661,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
152,2.45667397624,0.0272813890831,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
153,2.90608191558,0.0357293016284,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
154,3.30414256963,0.0453343672378,1373.19335938,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
155,3.6137570442,0.0558394749244,1394.7265625,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
156,3.87075597979,0.0670916725401,1394.7265625,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
157,4.12827418425,0.0790924695874,1394.7265625,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
158,4.29956309661,0.0915911995194,1394.7265625,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
159,4.39251540531,0.104360139651,1394.7265625,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
160,4.52982815587,0.117528244755,1394.7265625,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
161,4.60634533368,0.130918783516,1394.7265625,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
162,4.710966048,0.14461345226,1416.25976562,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
163,4.77597381971,0.158497097085,1416.25976562,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
164,4.83771738506,0.172560229018,1416.25976562,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
165,4.96009516353,0.186979110308,1416.25976562,1500.0,5452.19726562,ISO267822.0,DigiDoc 1
166,4.98757812549,0.201477883928,1437.79296875,1500.0,5452.19726562,ISO267822.0,DigiDoc 1
167,4.97223744822,0.215932062557,1437.79296875,1500.0,5452.19726562,ISO267822.0,DigiDoc 1
168,4.95748988993,0.230343370376,1437.79296875,1500.0,5452.19726562,ISO267822.0,DigiDoc 1
169,4.94353425426,0.244714109488,1437.79296875,1500.0,5452.19726562,ISO267822.0,DigiDoc 1
170,4.92875728203,0.259041892284,1437.79296875,1500.0,5452.19726562,ISO267822.0,DigiDoc 1
171,4.91481471286,0.273329144356,1437.79296875,1500.0,5452.19726562,ISO267822.0,DigiDoc 1
172,4.90022191278,0.287573975498,1437.79296875,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
173,4.88629225449,0.301778313447,1437.79296875,1500.0,5430.6640625,ISO267822.0,DigiDoc 1
174,4.87183408039,0.315940621821,1437.79296875,1500.0,5473.73046875,ISO267822.0,DigiDoc 1
175,4.85795935306,0.330062596684,1437.79296875,1500.0,5473.73046875,ISO267822.0,DigiDoc 1
176,4.84361462574,0.344142871759,1437.79296875,1500.0,5473.73046875,ISO267822.0,DigiDoc 1
