,flow,volume,vortex,side_f,side_h1,PWG,meta
0,0.0,0.0,275.0,1500.0,5000.0,ATS264.0,DigiDoc 1
1,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
2,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
3,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
4,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
5,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
6,0.0,0.0,899.462890625,1521.53320312,5000.0,ATS264.0,DigiDoc 1
7,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
8,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
9,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
10,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
11,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
12,0.0,0.0,834.86328125,1500.0,5000.0,ATS264.0,DigiDoc 1
13,0.0,0.0,834.86328125,1500.0,5000.0,ATS264.0,DigiDoc 1
14,0.0,0.0,834.86328125,1500.0,5000.0,ATS264.0,DigiDoc 1
15,0.0,0.0,834.86328125,1500.0,5000.0,ATS264.0,DigiDoc 1
16,0.0,0.0,834.86328125,1500.0,5000.0,ATS264.0,DigiDoc 1
17,0.0,0.0,834.86328125,1500.0,5000.0,ATS264.0,DigiDoc 1
18,0.0,0.0,770.263671875,1500.0,5000.0,ATS264.0,DigiDoc 1
19,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
20,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
21,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
22,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
23,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
24,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
25,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
26,0.0,0.0,748.73046875,1500.0,5000.0,ATS264.0,DigiDoc 1
27,0.0,0.0,834.86328125,1500.0,5000.0,ATS264.0,DigiDoc 1
28,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
29,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
30,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
31,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
32,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
33,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
34,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
35,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
36,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
37,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
38,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
39,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
40,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
41,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
42,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
43,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
44,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
45,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
46,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
47,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
48,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
49,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
50,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
51,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
52,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
53,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
54,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
55,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
56,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
57,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
58,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
59,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
60,0.0,0.0,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
61,0.000170741011577,4.96340149934e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
62,-5.91407439718e-05,3.24419382574e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
63,3.8599532665e-05,4.36627326368e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
64,-3.32220398927e-05,3.40051629006e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
65,3.42078745627e-05,4.39493124827e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
66,-4.08236071856e-05,3.20819848125e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
67,5.74321122247e-05,4.87773662732e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
68,-0.000106796465137,1.77318822217e-07,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
69,0.000588881186956,1.88918273779e-06,899.462890625,1500.0,5000.0,ATS264.0,DigiDoc 1
